"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2020,202001,10431,2020000557968,17554.0,2020000104311,220001,1,2,11528.0,1,0,2,36,1,3,310,0,0,8,81,1,10,32000,1,11
2020,202001,10562,2020000566796,14934.0,2020000105621,240001,1,1,14934.0,1,0,2,51,4,2,200,0,0,7,71,1,10,50000,1,11
2020,202001,10562,2020000566796,14934.0,2020000105621,240001,1,2,23842.0,1,1,2,23,6,2,200,0,0,6,65,1,10,31100,1,11
2020,202001,10824,2020000586171,5764.0,2020000108241,180001,1,3,8777.0,1,0,1,41,6,1,100,0,0,10,101,1,10,63000,1,11
2020,202001,10955,2020000595266,37073.0,2020000109551,210001,1,1,37073.0,5,1,1,44,1,1,100,0,0,11,115,1,10,386000,2,20
2020,202001,10955,2020000595266,37073.0,2020000109551,210001,1,2,37204.0,5,1,2,44,1,1,100,0,0,11,115,1,10,1200,1,11
2020,202001,11086,2020000605820,3144.0,2020000110861,250001,1,2,3013.0,0,0,2,61,1,1,100,0,0,6,64,1,10,30000,1,11
2020,202001,11479,2020000633435,13231.0,2020000114791,130401,1,1,13231.0,2,0,1,43,1,1,100,0,0,6,63,1,10,55000,1,11
2020,202001,11479,2020000633435,13231.0,2020000114791,130401,1,2,13362.0,2,0,2,36,1,1,100,0,0,8,81,1,10,25000,1,11
2020,202001,11610,2020000641971,14017.0,2020000116101,270301,1,1,14017.0,0,0,2,27,1,1,100,0,0,6,63,1,10,27200,1,11
2020,202001,11610,2020000641971,14017.0,2020000116101,270301,1,2,15458.0,0,0,1,33,1,1,100,0,0,7,71,1,10,34000,1,11
2020,202001,11741,2020000651133,7729.0,2020000117411,170001,1,3,17947.0,0,0,1,20,6,1,100,0,0,6,63,1,10,20000,1,11
2020,202001,12003,2020000669041,20829.0,2020000120031,160001,1,1,20829.0,0,0,2,27,6,2,200,0,0,6,63,1,10,12200,1,11
2020,202001,12134,2020000679649,6681.0,2020000121341,250001,1,1,6681.0,2,0,2,37,6,2,200,0,0,7,71,1,10,53000,1,11
2020,202001,12265,2020000689538,14803.0,2020000122651,30201,1,2,21615.0,0,0,1,19,6,2,200,0,0,6,65,1,10,6000,1,11
2020,202001,12396,2020000699178,20567.0,2020000123961,190001,1,1,20567.0,0,0,2,58,1,1,100,0,0,8,81,1,10,82000,1,11
2020,202001,12396,2020000699178,20567.0,2020000123961,190001,1,2,24890.0,0,0,1,60,1,1,100,0,0,11,114,1,10,60000,2,20
2020,202001,12789,2020000725184,11004.0,2020000127891,50001,1,1,11004.0,0,0,2,55,1,1,100,0,0,11,114,1,10,130000,1,11
2020,202001,12789,2020000725184,11004.0,2020000127891,50001,1,2,11528.0,0,0,1,56,1,1,100,0,0,11,114,1,10,180000,2,20
2020,202001,13051,2020000744051,3275.0,2020000130511,240001,1,1,3275.0,1,0,2,49,1,1,100,0,0,6,63,1,10,20000,1,11
2020,202001,13051,2020000744051,3275.0,2020000130511,240001,1,3,4978.0,0,0,1,25,6,1,100,0,0,6,63,1,10,35000,1,11
2020,202001,13313,2020000765195,4585.0,2020000133131,150001,1,1,4585.0,0,0,1,49,1,1,100,0,0,10,101,1,10,120000,1,11
2020,202001,13313,2020000765195,4585.0,2020000133131,150001,1,2,4716.0,0,0,2,49,1,1,100,0,0,11,114,1,10,49000,1,11
2020,202001,13444,2020000776260,7467.0,2020000134441,10001,1,2,15196.0,0,0,1,55,3,2,200,0,0,3,30,1,10,55000,1,11
2020,202001,13837,2020000808128,6550.0,2020000138371,140001,1,2,16244.0,0,0,1,28,6,1,100,0,0,6,63,1,10,26900,1,11
2020,202001,14361,2020000848766,14017.0,2020000143611,210001,1,1,14017.0,0,0,2,48,5,2,200,0,0,6,65,1,10,54000,1,11
2020,202001,14492,2020000858305,6812.0,2020000144921,160001,1,1,6812.0,0,0,1,42,4,1,100,0,0,10,101,1,10,50000,1,11
2020,202001,14623,2020000869075,69168.0,2020000146231,270101,1,1,69168.0,2,0,2,38,1,2,200,0,0,10,101,1,10,40000,1,11
2020,202001,14623,2020000869075,69168.0,2020000146231,270101,1,2,47684.0,2,0,1,40,1,2,200,0,0,8,81,1,10,27000,1,11
2020,202001,14754,2020000878692,26069.0,2020000147541,240001,1,1,26069.0,5,0,1,37,4,1,100,0,0,6,63,1,10,43000,1,11
2020,202001,14885,2020000888233,6681.0,2020000148851,130301,1,1,6681.0,1,0,1,57,4,1,100,0,0,10,101,1,10,121000,1,11
2020,202001,15016,2020000898307,10218.0,2020000150161,120001,1,1,10218.0,2,1,1,43,1,1,100,0,0,6,63,1,10,62000,1,11
2020,202001,15016,2020000898307,10218.0,2020000150161,120001,1,2,18078.0,2,1,2,40,1,1,100,4,423,11,115,1,10,40600,1,11
2020,202001,15147,2020000907111,15589.0,2020000151471,160001,1,1,15589.0,0,0,2,36,6,2,200,0,0,7,71,1,10,17000,1,11
2020,202001,15409,2020000924763,5371.0,2020000154091,10001,1,1,5371.0,0,0,1,35,6,1,100,0,0,10,101,1,10,70000,1,11
2020,202001,15540,2020000934209,106634.0,2020000155401,260001,1,1,106634.0,2,0,1,50,1,1,100,0,0,6,65,1,10,40000,1,11
2020,202001,15540,2020000934209,106634.0,2020000155401,260001,1,2,108206.0,2,0,2,49,1,1,100,0,0,6,65,1,10,40000,1,11
2020,202001,15540,2020000934209,106634.0,2020000155401,260001,1,3,109778.0,0,0,1,19,2,1,100,0,0,7,71,1,10,40000,1,11
2020,202001,15671,2020000943351,71788.0,2020000156711,130301,1,1,71788.0,1,1,2,33,2,9,983,4,424,11,115,1,10,60000,1,11
2020,202001,15802,2020000952799,27248.0,2020000158021,80001,1,1,27248.0,0,0,2,59,1,1,100,0,0,6,63,1,10,36000,1,11
2020,202001,15933,2020000962570,14672.0,2020000159331,190001,1,1,14672.0,0,0,2,48,1,1,100,0,0,11,115,1,10,100000,1,11
2020,202001,16064,2020000971560,8122.0,2020000160641,270301,1,2,15327.0,2,0,2,42,6,1,100,0,0,11,114,1,10,36000,1,11
2020,202001,16064,2020000971560,8122.0,2020000160641,270301,1,3,12314.0,0,0,2,19,6,1,100,0,0,6,63,1,10,10000,1,11
2020,202001,16195,2020000979091,9956.0,2020000161951,150001,1,1,9956.0,4,0,1,49,1,1,100,0,0,8,81,1,10,50000,1,11
2020,202001,16195,2020000979091,9956.0,2020000161951,150001,1,2,10349.0,4,0,2,47,1,1,100,0,0,8,81,1,10,44000,1,11
2020,202001,16457,2020000998619,8384.0,2020000164571,60001,1,1,8384.0,1,0,1,57,1,1,100,0,0,6,65,1,10,60000,1,11
2020,202001,16457,2020000998619,8384.0,2020000164571,60001,1,2,10611.0,1,0,2,49,1,1,100,0,0,6,65,1,10,60000,1,11
2020,202001,16457,2020000998619,8384.0,2020000164571,60001,1,3,12707.0,0,0,1,22,6,1,100,0,0,6,65,1,10,45000,1,11
2020,202001,16981,2020001037699,13624.0,2020000169811,180001,1,1,13624.0,1,0,1,61,1,1,100,0,0,11,114,1,10,60000,1,11
2020,202001,17112,2020001047172,27903.0,2020000171121,170001,1,1,27903.0,0,0,2,49,4,2,200,0,0,6,63,1,10,60000,1,11
2020,202001,17243,2020001056185,14148.0,2020000172431,100001,1,1,14148.0,0,0,1,51,1,1,100,0,0,11,114,1,10,78000,2,20
2020,202001,17243,2020001056185,14148.0,2020000172431,100001,1,2,15458.0,0,0,2,51,1,1,100,0,0,11,114,1,10,75000,1,11
2020,202001,17505,2020001074549,22139.0,2020000175051,190001,1,1,22139.0,1,0,1,33,1,1,100,0,0,6,63,1,10,43000,2,20
2020,202001,17505,2020001074549,22139.0,2020000175051,190001,1,2,16506.0,1,0,2,36,1,1,100,0,0,7,71,1,10,36000,1,11
2020,202001,17636,2020001083222,13231.0,2020000176361,120001,1,1,13231.0,0,0,1,64,1,1,100,0,0,7,71,1,10,1600,1,11
2020,202001,17636,2020001083222,13231.0,2020000176361,120001,1,2,14279.0,0,0,2,52,1,1,100,0,0,6,63,1,10,35000,1,11
2020,202001,17767,2020001092775,23056.0,2020000177671,270201,1,1,23056.0,2,0,2,43,1,2,200,0,0,10,101,1,10,61000,1,11
2020,202001,17767,2020001092775,23056.0,2020000177671,270201,1,2,17947.0,2,0,1,43,1,2,200,0,0,7,71,1,10,0,1,11
2020,202001,17767,2020001092775,23056.0,2020000177671,270201,1,3,16899.0,0,0,2,18,6,2,200,0,0,5,50,1,10,12000,1,11
2020,202001,18160,2020001118200,12838.0,2020000181601,190001,1,1,12838.0,0,0,2,60,1,1,100,0,0,11,114,1,10,21000,1,11
2020,202001,18160,2020001118200,12838.0,2020000181601,190001,1,2,12314.0,0,0,1,62,1,1,100,0,0,6,64,1,10,21600,1,11
2020,202001,18160,2020001118200,12838.0,2020000181601,190001,1,3,16113.0,0,0,1,21,6,1,100,0,0,6,63,1,10,21000,1,11
2020,202001,18815,2020010115465,3930.0,2020000188151,40002,4,1,3930.0,0,0,1,40,6,1,100,0,0,10,101,1,10,50000,1,11
2020,202001,18946,2020010155225,7598.0,2020000189461,40002,4,1,7598.0,0,0,1,55,2,6,600,0,0,6,63,1,12,28000,1,11
2020,202001,19077,2020000005417,13493.0,2020000190771,20002,1,1,13493.0,2,0,1,42,1,1,100,0,0,7,71,1,14,47000,1,12
2020,202001,19077,2020000005417,13493.0,2020000190771,20002,1,2,17554.0,2,0,2,37,1,1,100,0,0,6,64,1,10,136000,1,11
2020,202001,19208,2020000074216,20960.0,2020000192081,40002,1,1,20960.0,1,0,2,31,6,3,324,0,0,6,63,1,10,15000,1,11
2020,202001,19339,2020000139188,12707.0,2020000193391,10202,1,1,12707.0,3,0,1,48,1,1,100,0,0,11,115,1,10,385000,1,11
2020,202001,19339,2020000139188,12707.0,2020000193391,10202,1,2,11004.0,3,0,2,44,1,1,100,0,0,8,81,1,10,20000,1,11
2020,202001,19470,2020000211257,6288.0,2020000194701,10102,1,1,6288.0,1,0,2,51,1,1,100,0,0,10,101,1,10,4000,1,11
2020,202001,19470,2020000211257,6288.0,2020000194701,10102,1,2,6943.0,1,0,1,63,1,1,100,0,0,6,64,1,10,85000,1,11
2020,202001,19601,2020000284804,30392.0,2020000196011,10102,1,1,30392.0,0,0,1,36,6,1,100,1,100,7,71,1,10,52000,1,11
2020,202001,19601,2020000284804,30392.0,2020000196011,10102,1,2,79779.0,0,0,1,32,6,1,100,1,100,7,71,1,10,50000,1,11
2020,202001,19732,2020000354142,51221.0,2020000197321,10102,1,1,51221.0,0,0,1,32,1,1,100,0,0,8,81,1,14,70000,1,12
2020,202001,19732,2020000354142,51221.0,2020000197321,10102,1,2,52924.0,0,0,2,31,1,1,100,0,0,8,81,1,10,0,1,11
2020,202001,19863,2020000412571,14148.0,2020000198631,40002,1,1,14148.0,0,0,2,42,1,1,100,0,0,6,63,1,10,39000,1,11
2020,202001,19863,2020000412571,14148.0,2020000198631,40002,1,2,15327.0,0,0,1,37,1,1,100,0,0,10,101,1,14,35000,1,12
2020,202001,20125,2020000546092,26462.0,2020000201251,20002,1,2,36942.0,0,0,2,47,4,1,100,0,0,7,71,1,10,60000,1,11
2020,202001,20256,2020000612355,16637.0,2020000202561,20002,1,1,16637.0,2,1,1,46,1,1,100,0,0,7,71,1,10,49300,1,11
2020,202001,20256,2020000612355,16637.0,2020000202561,20002,1,2,13231.0,2,1,2,43,1,1,100,0,0,10,101,1,10,81000,1,11
2020,202001,20387,2020000686565,9694.0,2020000203871,20002,1,1,9694.0,3,0,2,53,1,1,100,0,0,6,63,1,10,15100,1,11
2020,202001,20387,2020000686565,9694.0,2020000203871,20002,1,3,13493.0,0,0,1,20,6,1,100,0,0,6,64,1,10,8900,1,11
2020,202001,20780,2020000902814,1572.0,2020000207801,20002,1,1,1572.0,0,0,2,51,4,1,100,0,0,11,116,1,10,10000,1,11
2020,202001,21042,2020001045279,12969.0,2020000210421,40002,1,1,12969.0,0,0,1,60,4,3,375,0,0,6,63,1,10,89000,1,11
2020,202001,21173,2020001116051,16506.0,2020000211731,40002,1,1,16506.0,1,0,2,49,1,1,100,0,0,7,71,1,10,55000,1,11
2020,202001,21173,2020001116051,16506.0,2020000211731,40002,1,2,16768.0,1,0,1,55,1,3,361,0,0,7,71,1,10,75000,1,11
2020,202001,21828,2020010034428,9956.0,2020000218281,10904,4,1,9956.0,0,0,1,18,6,1,100,0,0,6,65,1,10,8300,1,11
2020,202001,22090,2020010049339,5240.0,2020000220901,13204,4,1,5240.0,0,0,1,31,6,2,200,0,0,7,71,1,14,21000,1,12
2020,202001,22352,2020010063596,1441.0,2020000223521,12404,4,1,1441.0,0,0,1,37,2,1,100,0,0,6,65,1,10,50000,1,11
2020,202001,24579,2020000005056,9694.0,2020000245791,20604,1,1,9694.0,0,0,2,39,4,8,801,0,0,7,71,1,10,42000,1,11
2020,202001,24710,2020000012810,19912.0,2020000247101,10504,1,1,19912.0,4,0,1,44,1,1,100,0,0,10,101,1,10,410000,1,11
2020,202001,24710,2020000012810,19912.0,2020000247101,10504,1,2,22270.0,4,0,2,40,1,1,100,0,0,10,101,1,10,100000,1,11
2020,202001,24841,2020000019660,11266.0,2020000248411,12004,1,1,11266.0,2,0,2,55,5,1,100,0,0,10,101,1,10,410000,1,11
2020,202001,24841,2020000019660,11266.0,2020000248411,12004,1,2,15589.0,0,0,2,19,6,1,100,0,0,6,65,1,10,0,1,11
2020,202001,25103,2020000033195,7074.0,2020000251031,10404,1,1,7074.0,0,0,1,62,1,1,100,0,0,6,63,1,10,90000,2,20
2020,202001,25103,2020000033195,7074.0,2020000251031,10404,1,2,7074.0,0,0,2,63,1,1,100,0,0,7,71,1,10,50000,1,11
2020,202001,25234,2020000040562,17685.0,2020000252341,11804,1,1,17685.0,0,0,1,35,6,2,200,0,0,10,101,1,10,42000,1,11
2020,202001,25365,2020000047685,30916.0,2020000253651,13104,1,1,30916.0,1,1,2,35,2,1,100,0,0,10,101,1,10,72000,1,11
2020,202001,25496,2020000054981,19650.0,2020000254961,13104,1,1,19650.0,1,0,2,30,4,1,100,0,0,7,71,1,12,3000,1,11
2020,202001,25627,2020000062602,12052.0,2020000256271,20404,1,1,12052.0,1,0,1,51,4,7,700,4,422,7,71,1,10,30000,1,11
2020,202001,25627,2020000062602,12052.0,2020000256271,20404,1,2,15720.0,0,0,2,23,6,7,700,4,422,10,101,1,10,4000,1,11
2020,202001,25758,2020000069529,8122.0,2020000257581,11504,1,1,8122.0,0,0,2,47,6,1,100,0,0,10,101,1,10,38000,1,11
2020,202001,25758,2020000069529,8122.0,2020000257581,11504,1,2,10480.0,0,0,1,44,4,1,100,0,0,10,101,1,10,40000,2,20
2020,202001,25889,2020000076367,67334.0,2020000258891,20904,1,4,102835.0,1,1,1,29,1,8,826,1,100,7,71,1,10,36000,1,11
2020,202001,26020,2020000083285,7467.0,2020000260201,11104,1,1,7467.0,0,0,2,31,1,1,100,0,0,8,81,1,10,199000,1,11
2020,202001,26020,2020000083285,7467.0,2020000260201,11104,1,2,6812.0,0,0,1,50,1,2,200,0,0,11,114,1,10,60000,2,20
2020,202001,26151,2020000091022,16637.0,2020000261511,12004,1,1,16637.0,3,0,1,50,1,8,826,1,100,10,101,1,10,220000,1,11
2020,202001,26282,2020000098051,40479.0,2020000262821,70004,1,1,40479.0,4,0,2,38,1,1,100,0,0,11,114,1,10,37000,1,11
2020,202001,26282,2020000098051,40479.0,2020000262821,70004,1,2,54758.0,4,0,1,39,1,6,600,0,0,6,63,1,14,24000,1,12
2020,202001,26413,2020000105134,31047.0,2020000264131,11504,1,1,31047.0,0,0,2,56,2,4,400,0,0,10,101,1,10,75000,1,11
2020,202001,26675,2020000120950,12314.0,2020000266751,10704,1,1,12314.0,3,1,1,36,1,1,100,0,0,8,81,1,10,120000,1,11
2020,202001,26675,2020000120950,12314.0,2020000266751,10704,1,2,14672.0,3,1,2,38,1,8,826,4,428,10,101,1,10,45000,1,11
2020,202001,26806,2020000128375,26855.0,2020000268061,20404,1,1,26855.0,1,0,1,46,4,8,826,1,100,6,64,1,10,60000,1,11
2020,202001,27723,2020000177917,7729.0,2020000277231,12704,1,1,7729.0,0,0,2,43,6,1,100,0,0,10,101,1,10,100000,1,11
2020,202001,27985,2020000193779,48339.0,2020000279851,10104,1,1,48339.0,2,0,1,38,1,1,100,0,0,10,101,1,10,20000,1,11
2020,202001,27985,2020000193779,48339.0,2020000279851,10104,1,2,48208.0,2,0,2,46,1,1,100,0,0,6,65,1,10,0,1,11
2020,202001,28116,2020000201156,10611.0,2020000281161,20304,1,1,10611.0,1,0,2,51,4,1,100,0,0,6,65,1,10,80000,1,11
2020,202001,28247,2020000209397,19781.0,2020000282471,80704,1,1,19781.0,1,1,1,44,1,1,100,0,0,10,101,1,10,44000,1,11
2020,202001,28247,2020000209397,19781.0,2020000282471,80704,1,2,20305.0,1,1,2,40,1,1,100,0,0,10,101,1,10,55000,1,11
2020,202001,28378,2020000216574,14410.0,2020000283781,12804,1,1,14410.0,0,0,2,39,6,1,100,0,0,10,101,1,10,57000,1,11
2020,202001,28509,2020000224224,29344.0,2020000285091,11704,1,1,29344.0,0,0,1,34,6,3,315,0,0,6,64,1,10,30900,1,11
2020,202001,28640,2020000231460,13100.0,2020000286401,20504,1,1,13100.0,1,0,1,58,1,1,100,0,0,11,114,1,10,110000,1,11
2020,202001,28640,2020000231460,13100.0,2020000286401,20504,1,2,8908.0,1,0,2,63,1,8,812,0,0,11,116,1,10,180000,1,11
2020,202001,29557,2020000280471,90390.0,2020000295571,60004,1,1,90390.0,0,0,2,46,1,3,361,1,100,7,71,1,10,70000,1,11
2020,202001,29688,2020000287441,15720.0,2020000296881,10504,1,1,15720.0,1,1,1,34,1,1,100,0,0,7,71,1,10,5000,1,11
2020,202001,29819,2020000294683,21615.0,2020000298191,10704,1,1,21615.0,5,0,1,46,1,1,100,0,0,7,71,1,10,62000,1,11
2020,202001,29819,2020000294683,21615.0,2020000298191,10704,1,2,22270.0,5,0,2,42,1,1,100,0,0,10,101,1,10,30000,1,11
2020,202001,29950,2020000302804,13362.0,2020000299501,10604,1,1,13362.0,2,0,1,37,6,7,700,1,100,2,23,1,10,0,1,11
2020,202001,30081,2020000310395,20698.0,2020000300811,10804,1,1,20698.0,2,0,2,43,1,8,802,1,100,7,71,1,10,65000,1,11
2020,202001,30081,2020000310395,20698.0,2020000300811,10804,1,2,19388.0,2,0,1,44,1,8,813,0,0,7,71,1,10,40000,2,20
2020,202001,30081,2020000310395,20698.0,2020000300811,10804,1,3,16768.0,0,0,2,24,6,9,916,1,100,6,63,1,10,28100,1,11
